Geneid	Chr	Start	End	Strand	Length	Bas.1	Bas.2	Bas.3	Ferro.3	Gad.1	Gad.2	Gad.3	LaCl.1	LaCl.2	LaCl.3	LaOx.1	LaOx.2	LaOx.3	LaP.1	LaP.2	LaP.3	Lop.1	Lop.2	Lop.3	MinLaCl.1	MinLaCl.2	MinLaCl.3	Mon.1	Mon.2	Mon.3	Xen.1	Xen.2	Xen.3
RHAL1_00701	RHAL1_chromosome	729745	730473	+	729	7053	5626	6400	6161	4516	3359	5119	6553	5234	4464	6012	5197	2854	2723	911	3691	8022	7677	6550	2834	4170	3875	2238	1996	1721	1592	2461	2942
RHAL1_00702	RHAL1_chromosome	730473	730976	+	504	2671	2262	2599	2473	1643	1306	2229	3090	2858	2247	2672	2605	1558	1747	776	2609	3292	2947	2697	1343	1875	1811	1378	1350	1385	1403	1789	2350
RHAL1_00703	RHAL1_chromosome	731081	731746	+	666	7860	7725	6956	6489	3800	3381	4614	4540	4049	3249	4452	3754	2288	2299	914	2722	7075	6214	5942	2343	3942	3176	1921	1511	1629	1561	2311	3006
RHAL1_00704	RHAL1_chromosome	731754	732701	-	948	37665	34683	46845	33165	24662	20972	32198	25365	24026	26454	31811	27543	14833	15693	5842	29891	55240	49164	42495	14367	24411	20588	13417	13733	12865	16419	19499	27687
RHAL1_00705	RHAL1_chromosome	732999	734357	+	1359	7817	5635	6502	8847	5930	4430	7486	5605	5511	5614	6765	5757	4786	5321	2242	7859	6724	6232	5971	2762	4228	4110	4074	3330	3238	3941	4937	6766
RHAL1_00706	RHAL1_chromosome	734452	734802	-	351	15395	16221	22032	8945	12233	9580	13605	10534	10792	9666	13572	11495	8849	5768	2217	7170	20507	17953	17130	5354	10356	9174	4202	4092	3718	3648	5915	8699
RHAL1_00707	RHAL1_chromosome	735224	735589	-	366	471	500	925	208	230	135	269	384	265	276	548	442	167	258	83	371	1127	746	772	286	594	529	240	222	229	206	243	342
RHAL1_00708	RHAL1_chromosome	735800	736339	-	540	312	157	313	197	210	216	257	368	284	297	438	300	285	882	306	1125	460	423	369	270	363	373	584	587	584	475	590	879
RHAL1_00709	RHAL1_chromosome	736725	737132	+	408	4009	3377	5371	1491	3526	3079	4927	4729	4357	3615	6463	5628	2790	1341	734	2389	5554	4503	3816	2301	3099	3601	1246	871	817	1315	1461	2380
RHAL1_00710	RHAL1_chromosome	738045	738374	+	330	498	418	496	393	268	240	272	226	256	177	293	203	163	339	134	426	374	340	340	117	204	273	191	199	287	521	493	954
RHAL1_00711	RHAL1_chromosome	738886	741624	-	2739	35732	42900	52569	27187	19166	16284	24703	31662	28201	24484	32237	26898	15928	15618	6533	20497	58429	50899	46438	15002	26110	24772	11819	11201	10889	12053	19145	27609
RHAL1_00712	RHAL1_chromosome	741839	742063	+	225	503	370	380	277	243	254	285	398	339	409	338	374	210	175	84	320	701	482	487	192	306	320	163	198	174	133	179	299
RHAL1_00713	RHAL1_chromosome	742148	742828	-	681	66244	39010	52382	98742	80914	68576	103732	123386	233169	232128	152987	117644	111524	65238	29457	125533	96033	86354	80681	50308	67161	62471	35200	26463	27130	31209	38228	51571
RHAL1_00714	RHAL1_chromosome	742932	743882	-	951	989	571	707	365	518	529	738	807	684	794	924	687	797	1392	506	1636	1191	1071	1113	391	792	659	767	788	576	402	486	705
RHAL1_00715	RHAL1_chromosome	744099	746027	+	1929	450338	459794	497632	369442	370944	290192	424013	500874	564657	409481	507471	434120	286840	199849	79600	267555	636088	566798	489846	252647	403649	364231	158760	146904	158447	165803	268922	386579
RHAL1_00716	RHAL1_chromosome	746193	747332	+	1140	16697	18061	19029	21280	9133	7846	13486	12271	12181	10694	12609	11589	7066	8572	3152	10559	19399	16023	15528	6134	9574	9041	5233	5516	5078	9229	13659	17814
RHAL1_00717	RHAL1_chromosome	747604	747918	+	315	676	484	518	647	278	240	316	237	255	229	243	242	158	321	127	471	453	380	329	132	187	206	190	293	285	336	735	863
RHAL1_00718	RHAL1_chromosome	747918	748373	+	456	1016	199	283	384	447	371	492	121	86	70	98	85	58	114	52	124	97	117	161	49	66	47	53	59	72	151	237	242
RHAL1_00719	RHAL1_chromosome	748484	748891	-	408	1765	409	595	288	930	712	1382	275	267	298	362	291	245	472	226	652	560	437	449	140	203	205	190	216	179	259	319	470
RHAL1_00720	RHAL1_chromosome	749077	749634	+	558	97123	42857	41651	203576	76026	54816	87943	123905	203260	178052	87650	80719	146902	72671	27773	113483	60622	62181	60171	21369	31585	39448	34130	23296	31688	32659	44373	66763
RHAL1_00721	RHAL1_chromosome	749759	750274	-	516	4255	2031	2766	6219	3367	2957	4310	5489	6016	4954	5362	4570	4384	6396	2545	8953	3903	3703	3397	2236	3233	3083	4330	4086	3888	3495	4294	5679
RHAL1_00722	RHAL1_chromosome	750319	751077	+	759	2393	1462	2240	4687	1664	1484	2328	3331	3648	2937	3391	2788	2031	3081	1250	3957	2805	2596	2425	1432	1653	2052	1598	1897	1891	3103	4606	6309
RHAL1_00723	RHAL1_chromosome	751190	751393	+	204	100502	80918	134573	194622	75187	65598	108198	221652	313878	254258	219214	201514	125453	88207	35054	139283	159723	154300	128795	88344	109550	125468	52555	39446	53191	85721	119235	169396
RHAL1_00724	RHAL1_chromosome	751449	751688	-	240	42726	31141	46588	97549	41104	34752	56760	119149	150908	114797	100925	83001	60273	54675	23564	91078	80922	72427	65547	59787	79699	77053	43801	31593	36362	54303	59498	85262
RHAL1_00725	RHAL1_chromosome	751814	753013	-	1200	2282	1439	2075	1941	1434	1304	2073	2901	2832	2050	2956	2494	1789	3051	1257	4050	3239	2441	2432	1352	1931	2111	1830	1868	1748	2580	3826	5747
RHAL1_00726	RHAL1_chromosome	753392	754237	+	846	3306	1085	1824	10278	2592	1917	3167	1092	1111	971	1322	1123	1328	3274	1238	4023	1289	1428	1338	592	812	1001	1728	2035	1653	2163	3072	4386
RHAL1_00727	RHAL1_chromosome	754407	755300	+	894	1996	860	1332	6859	1407	882	1488	1513	1435	1299	1561	1299	1081	2671	837	3143	1061	1069	1105	762	1028	963	1346	1491	1891	1983	3124	4072
RHAL1_00728	RHAL1_chromosome	755308	755748	+	441	257	90	126	410	183	142	205	169	143	214	200	137	180	215	63	369	212	165	232	92	126	109	130	148	107	134	157	199
RHAL1_00729	RHAL1_chromosome	755793	756242	+	450	7620	4164	5016	7658	4520	3544	6036	8862	13156	10608	8008	6414	7453	4477	1767	6455	4646	4972	4514	3245	3930	4326	2941	2523	2816	2768	3969	5610
RHAL1_00730	RHAL1_chromosome	756272	757531	-	1260	6714	3257	4190	5545	4840	4620	7157	7099	7368	6555	7441	5671	5410	9915	3871	12148	6332	5540	5678	3241	5269	4693	6598	6863	5571	3305	4858	7295
RHAL1_00731	RHAL1_chromosome	757692	758354	+	663	4011	3391	4799	2988	2234	1824	2873	3521	3615	3241	3956	3568	2206	3412	1319	4729	5523	4546	3965	2332	3190	3361	2160	2704	2382	2017	2658	3748
RHAL1_00732	RHAL1_chromosome	758406	759530	-	1125	9127	5095	7669	6200	5532	4982	7632	7189	7354	5883	8652	7132	5894	16783	6215	20255	8356	7845	7376	4875	8010	6597	12294	13147	10391	8888	9996	15002
RHAL1_00734	RHAL1_chromosome	759978	760994	-	1017	2087	1152	1637	5052	1699	1678	2612	1630	1751	1611	1844	1835	1624	5165	1790	5523	1673	1669	1389	903	1330	1350	2366	3613	3269	4321	7203	9162
RHAL1_00735	RHAL1_chromosome	761330	761428	+	99	292	205	281	863	194	212	354	486	506	501	606	573	482	1462	524	1541	488	519	418	251	344	397	676	938	962	545	1331	1626
RHAL1_00736	RHAL1_chromosome	762140	763282	+	1143	648	290	395	867	395	430	593	577	577	455	616	487	562	1067	450	1437	660	514	552	372	443	432	802	645	797	513	849	1050
RHAL1_00737	RHAL1_chromosome	763637	765079	-	1443	1327	915	1188	2399	803	727	1150	1538	1320	1297	1726	1730	1244	3006	1121	3193	1553	1407	1482	716	1053	1109	1565	2235	2089	2308	3947	5418
RHAL1_00738	RHAL1_chromosome	765905	767773	-	1869	886	645	1007	755	602	400	693	755	810	798	1006	665	450	642	260	1011	1704	1248	1136	622	796	698	496	404	463	580	788	1005
RHAL1_00739	RHAL1_chromosome	767835	770132	-	2298	1465	691	974	1978	1046	777	1134	1074	1173	905	1044	1005	870	1676	733	2067	1247	1062	1015	809	1030	806	1334	1357	1255	1269	1869	2462
RHAL1_00740	RHAL1_chromosome	770402	771136	-	735	72	44	32	126	83	46	107	82	73	88	82	73	81	91	46	213	84	60	74	63	98	69	105	74	104	77	123	138
RHAL1_00741	RHAL1_chromosome	771173	772306	-	1134	474	278	501	310	303	284	484	506	552	564	764	471	430	864	271	1016	845	748	571	496	628	492	430	530	505	395	607	672
RHAL1_00742	RHAL1_chromosome	772383	773315	+	933	2161	1168	977	3715	1423	1318	1815	1646	1223	1200	1599	1175	1332	1164	451	1546	1915	1985	1897	633	1232	976	811	723	661	523	794	1012
RHAL1_00743	RHAL1_chromosome	773378	774526	-	1149	524	290	235	1056	323	314	507	352	346	248	414	349	284	585	255	695	364	383	376	195	287	250	354	365	326	312	295	620
RHAL1_00744	RHAL1_chromosome	774782	775708	+	927	298	145	240	306	210	141	263	259	180	215	308	299	116	486	149	454	332	287	270	153	259	243	325	272	299	294	279	464
RHAL1_00745	RHAL1_chromosome	775737	776645	-	909	153	68	77	102	116	126	166	114	145	133	157	102	135	190	58	270	190	115	157	79	121	111	116	111	64	94	135	139
RHAL1_00746	RHAL1_chromosome	776700	777068	-	369	395	235	229	259	248	231	336	360	295	340	466	296	374	607	225	782	644	417	419	233	296	363	454	392	292	211	323	274
RHAL1_00747	RHAL1_chromosome	777080	778054	-	975	1306	809	1180	1382	1084	918	1303	1490	1453	1314	1648	1244	1079	2303	907	3025	2209	1980	1626	993	1255	1333	1454	1578	1666	1188	1850	2509
RHAL1_00748	RHAL1_chromosome	778149	778601	-	453	264	57	57	83	172	123	159	151	160	232	131	141	338	543	168	672	243	186	240	60	106	157	264	200	170	91	103	193
RHAL1_00749	RHAL1_chromosome	778708	779385	-	678	947	462	582	594	575	554	823	709	579	440	697	519	453	1118	403	1296	837	821	806	302	590	520	596	703	600	924	1231	1850
RHAL1_00750	RHAL1_chromosome	779499	780419	-	921	3062	2370	3118	2444	1487	1442	2228	6707	9060	5939	5853	4826	3841	3559	1315	5104	4481	4147	4042	2817	3526	3833	2762	2065	2245	2857	3406	4721
RHAL1_00751	RHAL1_chromosome	780523	781131	+	609	5725	4524	6341	8195	3829	3551	5221	7896	10687	8447	8253	6889	5219	4976	2000	6258	5925	5539	5344	3819	5531	5165	3419	3358	3543	3360	5392	7679
RHAL1_00752	RHAL1_chromosome	781348	782133	+	786	306308	449821	410059	238449	165288	139324	218109	275208	353320	289410	309203	255463	160299	92922	36886	120421	342120	324574	302245	106107	155991	133522	74367	72877	66308	65156	108905	148396
RHAL1_00753	RHAL1_chromosome	782353	783636	+	1284	25107	10306	14204	24521	17712	17574	24869	12283	13791	12504	16033	12815	17085	37607	14812	37105	10230	11409	11328	9239	13817	11375	23169	28623	25977	13489	26997	39359
RHAL1_00754	RHAL1_chromosome	783645	784661	+	1017	12670	4248	4988	11268	8828	9561	13250	9278	10807	8805	10702	8813	11664	18347	7366	19344	5692	6126	6525	4772	7375	6037	13060	13656	11445	4672	7844	11888
RHAL1_00755	RHAL1_chromosome	785015	785410	+	396	19867	16496	26930	7157	12221	10368	16466	24478	21730	18303	26173	23411	12251	7321	3367	11160	31869	27936	23526	14980	22443	23603	5614	4090	5585	8157	12106	18026
RHAL1_00756	RHAL1_chromosome	785407	785721	+	315	5021	4356	5329	2250	4445	3665	5939	7591	5811	4898	7765	6178	3433	1951	1053	2906	9562	7326	6233	3635	5458	5399	1615	1226	1175	1893	2844	3847
RHAL1_00763	RHAL1_chromosome	792510	794129	+	1620	2704	1476	2447	1469	1295	1128	1700	2075	1677	1674	1972	1864	1400	2288	815	3106	2761	2288	2094	1264	1582	1687	1450	1317	1478	2146	2865	3651
RHAL1_00764	RHAL1_chromosome	794151	795044	-	894	448	266	379	225	275	243	272	780	705	552	739	566	479	567	210	669	717	528	611	356	581	394	432	354	353	299	393	549
RHAL1_00765	RHAL1_chromosome	795041	795265	-	225	62	19	33	31	50	20	64	61	45	53	91	45	31	69	10	49	120	93	74	39	40	43	10	23	23	19	34	27
RHAL1_00766	RHAL1_chromosome	795262	798156	-	2895	2207	1277	1981	1281	1361	1106	2002	2729	2649	2330	3087	2566	1746	3068	1234	4266	3670	3248	3099	1801	2490	2521	2314	2340	1949	1821	2327	3383
RHAL1_00767	RHAL1_chromosome	798365	799567	-	1203	9831	3528	4531	4407	5422	5544	8629	5855	5821	5077	7044	5773	6123	16909	6511	17113	6962	7095	6728	4515	7123	5858	12249	13149	10541	5341	8353	12574
RHAL1_00768	RHAL1_chromosome	800045	800677	-	633	902	348	410	489	570	630	899	771	532	637	898	546	711	921	441	1436	1247	1045	1072	441	614	684	714	728	496	331	442	630
RHAL1_00769	RHAL1_chromosome	800750	802021	+	1272	877	308	457	613	468	423	828	632	775	674	922	647	566	881	381	1379	936	669	697	355	550	529	628	583	545	474	565	842
RHAL1_00770	RHAL1_chromosome	802177	802395	+	219	39937	27715	31039	104922	28219	25572	42802	68546	90603	93490	72669	70079	54857	48737	18258	93353	65462	63825	64682	25368	34594	37934	25129	20757	26666	30615	47742	70521
RHAL1_00771	RHAL1_chromosome	802528	802872	+	345	1747	700	792	1855	1090	1020	1614	843	847	1056	1115	888	1112	2522	1140	3059	959	882	1038	419	740	745	1531	1708	1214	997	1251	1810
RHAL1_00772	RHAL1_chromosome	802894	803511	-	618	426	192	260	397	329	250	456	380	345	319	394	371	362	510	216	710	464	421	348	202	350	294	344	363	262	311	434	609
RHAL1_00773	RHAL1_chromosome	803557	804360	+	804	1322	444	513	5773	2180	1567	2833	925	888	632	1713	1612	1389	608	194	1370	1000	861	937	488	681	615	402	291	367	539	820	1435
RHAL1_00774	RHAL1_chromosome	804363	805829	+	1467	4055	1848	2365	9302	5072	3396	6115	3614	3653	2744	4883	3925	2673	3224	1129	3814	4356	4164	4131	1867	2792	2675	2013	2218	1836	1941	2915	4512
RHAL1_00775	RHAL1_chromosome	805849	806655	-	807	899	268	313	901	785	604	1090	513	456	397	627	491	399	805	291	907	571	440	519	212	333	267	498	442	470	399	462	820
RHAL1_00776	RHAL1_chromosome	806817	807968	-	1152	1591	1831	2548	1231	792	712	1404	1845	2690	2574	2602	2004	1811	1790	747	2740	2033	1927	1759	831	1207	1234	1122	1028	1016	651	854	1093
RHAL1_00777	RHAL1_chromosome	808128	808538	+	411	1631	594	890	749	779	854	1263	655	435	376	708	560	346	1040	327	1039	860	839	836	304	590	612	928	1252	1036	1463	2382	3266
RHAL1_00778	RHAL1_chromosome	808550	808963	+	414	2470	1502	1946	2953	1430	1530	2400	1730	1682	1536	2094	1823	1091	1738	709	2496	2316	2134	1783	1088	1556	1591	1761	1984	1660	2194	3623	4697
RHAL1_00779	RHAL1_chromosome	808996	810831	+	1836	14778	10027	15880	22901	12998	13220	20504	10767	13249	11155	15274	13035	7450	9483	3715	11151	17036	14422	13049	9760	14802	12675	10018	10597	9516	8232	14691	20191
RHAL1_00780	RHAL1_chromosome	810860	811111	+	252	2464	1799	3055	5446	1753	1793	2707	1857	2110	1691	2430	2235	1159	1598	605	2021	2511	1901	1790	1119	1728	1622	1462	1775	2018	2505	4402	6104
RHAL1_00781	RHAL1_chromosome	811108	811320	+	213	2103	1496	2496	6311	1627	1716	2476	1176	1465	1239	1810	1582	992	1467	543	1773	1560	1340	1263	962	1361	1150	1174	1438	1669	1920	3465	4697
RHAL1_00782	RHAL1_chromosome	811369	812148	+	780	11706	6058	11590	20462	7334	7313	11348	5093	6200	5232	8796	7214	3770	6914	2527	7206	6597	5861	5803	4699	6291	5271	6587	8031	7257	7288	11266	15684
RHAL1_00783	RHAL1_chromosome	812303	812575	-	273	3614	1693	1961	1370	2120	2302	3570	1905	1619	1712	2081	1647	2122	6080	3100	6634	3305	2813	2720	836	1713	1420	3151	4169	3057	3739	5659	7962
RHAL1_00784	RHAL1_chromosome	812718	813908	-	1191	965	597	859	529	562	707	791	1374	1276	1080	1413	1185	876	1172	473	1516	1322	1167	1015	822	1030	1064	852	859	778	662	858	1310
RHAL1_00785	RHAL1_chromosome	814219	815814	+	1596	1263	815	983	744	1102	920	995	945	782	700	1144	728	606	770	285	1024	1171	895	924	544	697	652	586	485	427	393	510	716
RHAL1_00786	RHAL1_chromosome	815834	816337	-	504	11442	11262	10757	6071	8639	7722	11059	11052	12543	10917	13041	10856	7526	5834	2713	7853	13323	10851	9582	4191	7256	5496	4359	3963	3675	1694	4526	6868
RHAL1_00787	RHAL1_chromosome	816341	816676	-	336	54205	70041	88330	62019	28410	23824	36569	57739	80093	63841	65760	54822	44947	33495	13161	40185	58645	56573	50597	26109	41288	36709	20115	22387	24043	21412	45097	67156
RHAL1_00788	RHAL1_chromosome	816716	816952	-	237	4066	2427	3438	7776	2552	2103	3642	2750	3131	3007	2902	2424	2911	5658	2225	7504	2580	2723	2576	1302	2287	1893	3117	3610	3666	3454	5480	7210
RHAL1_00789	RHAL1_chromosome	817018	817443	-	426	2261	897	1524	1303	1152	1114	1459	1789	1701	1447	2167	1704	1598	3359	1352	3431	2136	1869	2080	1073	1746	1587	2302	2422	2103	1398	1988	2832
RHAL1_00790	RHAL1_chromosome	817601	818404	+	804	1625	1053	1533	1130	1211	1109	1700	1654	1545	1290	2155	1670	1427	2663	1053	3022	2084	1896	1840	1007	1575	1507	1743	2158	1777	1764	2727	4041
RHAL1_00791	RHAL1_chromosome	818514	819251	+	738	671	296	367	352	632	748	919	831	739	649	969	702	769	1684	832	2068	817	751	819	466	966	582	1451	1358	1165	692	953	1315
RHAL1_00792	RHAL1_chromosome	819277	821079	-	1803	839	477	666	532	510	599	775	1172	1016	832	1114	1006	671	1242	464	1506	1253	977	990	589	851	820	773	865	769	786	1071	1457
RHAL1_00793	RHAL1_chromosome	821124	822329	-	1206	535	107	214	322	209	212	285	266	248	161	320	294	185	527	197	541	269	296	309	157	211	213	324	313	306	396	659	1137
RHAL1_00794	RHAL1_chromosome	822373	823233	+	861	359	128	175	265	501	372	312	164	158	109	295	188	144	337	71	395	157	185	219	83	147	151	142	164	195	299	475	821
RHAL1_00795	RHAL1_chromosome	823230	824123	+	894	75	8	11	38	62	32	28	36	21	7	35	28	34	53	16	68	22	22	6	25	12	21	40	26	28	25	28	62
RHAL1_00796	RHAL1_chromosome	824120	824740	+	621	45	10	8	22	32	17	37	7	14	12	22	22	26	65	41	92	23	28	28	10	15	22	21	23	23	29	45	49
RHAL1_00797	RHAL1_chromosome	824737	825660	-	924	79	76	63	71	82	60	115	60	59	45	73	96	74	129	40	149	93	76	90	26	57	73	70	35	45	78	123	133
RHAL1_00798	RHAL1_chromosome	825660	826643	-	984	398	233	474	238	175	219	330	271	209	201	344	249	256	334	80	365	634	558	503	230	260	341	150	96	161	206	252	401
RHAL1_00799	RHAL1_chromosome	826927	828366	+	1440	365	192	360	410	346	202	338	339	289	285	372	332	232	462	193	732	353	381	374	190	269	344	312	307	413	491	604	858
RHAL1_00800	RHAL1_chromosome	828543	829610	+	1068	2277	1376	2008	2482	1570	1495	2500	1780	1906	1515	1589	1611	1777	2855	1015	3613	1942	2214	1919	842	1359	1289	1319	1648	1892	2029	3440	5608
RHAL1_00801	RHAL1_chromosome	829663	831198	+	1536	2556	2101	3278	3218	1896	1860	3119	1979	1641	1426	1792	1649	1204	1714	567	2165	1989	1781	1485	1007	1322	1159	902	900	897	1512	2581	3657
RHAL1_00802	RHAL1_chromosome	831195	832412	+	1218	11123	13856	27680	14778	10865	10114	18228	18262	17148	13190	21079	18588	7194	5126	2220	6107	15845	13648	9477	8720	10723	10701	3129	3095	2944	2917	4361	6237
RHAL1_00803	RHAL1_chromosome	832449	834734	-	2286	33092	43135	71190	35168	43076	36949	63488	66480	73236	57361	79323	68836	26233	12175	5267	15095	55298	50056	38115	30548	42804	39993	7774	7205	7784	6341	9660	13175
RHAL1_00804	RHAL1_chromosome	834740	835759	-	1020	10935	10923	18766	10476	14568	11850	19485	23919	32679	27130	25880	22752	11631	4521	2126	6677	16444	15053	11888	9010	13040	12721	2641	2135	2489	1708	2433	3244
RHAL1_00805	RHAL1_chromosome	835764	836378	-	615	15350	15539	28663	15299	17804	16136	27537	34678	52579	45091	45164	37049	22334	9623	4542	14103	26124	22803	17359	12665	16915	17951	4875	3730	4484	3243	4356	5639
RHAL1_00806	RHAL1_chromosome	837011	837694	+	684	883	731	1352	1128	587	615	861	867	910	893	1011	998	576	830	362	911	691	620	531	426	687	640	304	505	469	636	1019	1537
RHAL1_00807	RHAL1_chromosome	837855	838049	-	195	784	766	1452	971	550	539	922	998	1166	897	1248	1060	631	361	172	468	756	627	480	513	715	695	208	246	201	314	664	882
RHAL1_00808	RHAL1_chromosome	838611	838853	+	243	905	907	1707	571	426	462	617	950	1142	814	1083	1002	500	393	191	706	1115	978	867	625	799	800	196	268	306	685	796	1042
RHAL1_00809	RHAL1_chromosome	838887	839873	+	987	636	363	547	724	405	396	578	366	420	305	400	383	264	477	146	568	359	321	290	232	280	270	281	310	330	423	542	872
RHAL1_00810	RHAL1_chromosome	839957	841069	+	1113	1092	816	1371	1675	676	675	960	1068	1041	889	1033	878	629	1239	459	1610	827	964	754	596	762	760	596	708	766	1610	2542	3603
RHAL1_00811	RHAL1_chromosome	841340	849763	-	8424	3504	1693	2394	2845	2217	1810	2838	3370	3546	2911	3311	2982	2744	5183	1956	6070	4022	3513	3239	2021	2817	2794	2992	3057	3355	3031	4801	6745
RHAL1_00812	RHAL1_chromosome	849790	851043	-	1254	465	286	300	490	339	319	445	450	460	408	550	473	298	613	185	719	523	486	492	351	450	406	350	488	463	469	680	909
RHAL1_00813	RHAL1_chromosome	851289	852155	+	867	894	240	382	1264	604	481	775	640	603	591	722	535	1046	2551	881	3466	532	568	570	295	538	464	1108	1073	1029	1190	1455	1750
RHAL1_00814	RHAL1_chromosome	852639	853970	+	1332	231	109	117	732	231	225	320	370	448	400	299	231	421	599	197	1023	231	270	266	142	159	211	290	258	258	265	309	509
RHAL1_00815	RHAL1_chromosome	853967	855301	+	1335	851	331	503	2537	738	558	908	1240	1539	1312	1301	984	1110	1732	668	2481	956	881	826	444	626	803	747	749	704	954	1240	2020
RHAL1_00816	RHAL1_chromosome	855341	856570	-	1230	1687	1139	1785	3085	993	926	1351	1899	2112	1817	2051	1778	1322	2344	818	2529	1633	1622	1400	932	1235	1373	1334	1665	1639	1785	3121	4367
RHAL1_00817	RHAL1_chromosome	856864	857661	+	798	5406	1730	2370	5289	2414	2846	4552	2765	3312	2809	3961	3196	3385	15436	6428	13314	1799	2155	1832	1884	3003	2379	7060	8882	9292	6512	16444	24942
RHAL1_00818	RHAL1_chromosome	857699	858691	+	993	1637	577	894	1387	1168	1064	1516	1364	1465	1171	1976	1573	1648	4413	1815	5641	963	1033	971	861	1251	867	2578	2803	2596	3061	4736	7785
RHAL1_00819	RHAL1_chromosome	858696	859409	+	714	622	220	277	759	345	357	603	576	558	500	820	674	679	1804	775	2416	364	295	289	314	369	312	1095	1127	1064	945	1653	2407
RHAL1_00820	RHAL1_chromosome	859393	860484	+	1092	1503	388	564	1818	621	688	1015	955	1177	1108	1652	1400	1520	3525	1323	4136	414	663	638	587	740	619	1677	2210	2121	2143	3611	5422
RHAL1_00821	RHAL1_chromosome	860481	862265	+	1785	2649	1071	1388	3480	1802	1790	2506	3357	3359	2937	4089	3321	3555	5948	2232	7567	2073	1884	1873	1590	2251	1964	3842	3734	3691	2867	4474	6582
RHAL1_00822	RHAL1_chromosome	862314	863654	+	1341	4355	1630	2423	5153	2676	2665	4383	4201	4179	3440	5441	4527	4232	8311	3447	9687	2658	2806	2483	2085	2840	2968	4835	5437	5114	3781	7088	11217
